指标名称,汇率：美元兑人民币（日）
指标编码,GM0000000553
2023-04-19 00:00:00,6.8861
2023-04-18 00:00:00,6.876
2023-04-17 00:00:00,6.8798
2023-04-14 00:00:00,6.8715
2023-04-13 00:00:00,6.8688
2023-04-12 00:00:00,6.8748
2023-04-11 00:00:00,6.887
2023-04-10 00:00:00,6.8821
2023-04-07 00:00:00,6.8707
2023-04-06 00:00:00,6.8759
2023-04-05 00:00:00,6.8798
2023-04-04 00:00:00,6.8798
2023-04-03 00:00:00,6.8783
2023-03-31 00:00:00,6.8688
2023-03-30 00:00:00,6.8719
2023-03-29 00:00:00,6.8871
2023-03-28 00:00:00,6.8743
2023-03-27 00:00:00,6.88525
2023-03-24 00:00:00,6.8681
2023-03-23 00:00:00,6.8199
2023-03-22 00:00:00,6.8807
2023-03-21 00:00:00,6.8845
2023-03-20 00:00:00,6.8786
2023-03-17 00:00:00,6.8871
2023-03-16 00:00:00,6.8982
2023-03-15 00:00:00,6.9069
2023-03-14 00:00:00,6.8716
2023-03-13 00:00:00,6.8457
2023-03-10 00:00:00,6.9063
2023-03-09 00:00:00,6.9648
2023-03-08 00:00:00,6.9517
2023-03-07 00:00:00,6.9624
2023-03-06 00:00:00,6.9302
2023-03-03 00:00:00,6.9074
2023-03-02 00:00:00,6.9153
2023-03-01 00:00:00,6.8691
2023-02-28 00:00:00,6.9334
2023-02-27 00:00:00,6.945
2023-02-24 00:00:00,6.9562
2023-02-23 00:00:00,6.9081
2023-02-22 00:00:00,6.8923
2023-02-21 00:00:00,6.8735
2023-02-20 00:00:00,6.8551
2023-02-17 00:00:00,6.8677
2023-02-16 00:00:00,6.8607
2023-02-15 00:00:00,6.853
2023-02-14 00:00:00,6.8269
2023-02-13 00:00:00,6.8229
2023-02-10 00:00:00,6.8095
2023-02-09 00:00:00,6.7807
2023-02-08 00:00:00,6.7892
2023-02-07 00:00:00,6.7927
2023-02-06 00:00:00,6.795
2023-02-03 00:00:00,6.7751
2023-02-02 00:00:00,6.7325
2023-02-01 00:00:00,6.742
2023-01-31 00:00:00,6.7547
2023-01-30 00:00:00,6.7488
2023-01-27 00:00:00,6.7835
2023-01-26 00:00:00,6.7835
2023-01-25 00:00:00,6.784
2023-01-24 00:00:00,6.7845
2023-01-23 00:00:00,6.7845
2023-01-20 00:00:00,6.7838
2023-01-19 00:00:00,6.7769
2023-01-18 00:00:00,6.7481
2023-01-17 00:00:00,6.7739
2023-01-16 00:00:00,6.7336
2023-01-13 00:00:00,6.703
2023-01-12 00:00:00,6.7387
2023-01-11 00:00:00,6.7705
2023-01-10 00:00:00,6.7785
2023-01-09 00:00:00,6.7725
2023-01-06 00:00:00,6.8385
2023-01-05 00:00:00,6.8818
2023-01-04 00:00:00,6.8886
2023-01-03 00:00:00,6.9151
2023-01-02 00:00:00,6.8986
2022-12-30 00:00:00,6.8983
2022-12-29 00:00:00,6.9641
2022-12-28 00:00:00,6.9787
2022-12-27 00:00:00,6.9601
2022-12-26 00:00:00,6.9622
2022-12-23 00:00:00,6.9893
2022-12-22 00:00:00,6.9845
2022-12-21 00:00:00,6.982
2022-12-20 00:00:00,6.9619
2022-12-19 00:00:00,6.9795
2022-12-16 00:00:00,6.9733
2022-12-15 00:00:00,6.9732
2022-12-14 00:00:00,6.9506
2022-12-13 00:00:00,6.9448
2022-12-12 00:00:00,6.9775
2022-12-09 00:00:00,6.9578
2022-12-08 00:00:00,6.9674
2022-12-07 00:00:00,6.9735
2022-12-06 00:00:00,6.996
2022-12-05 00:00:00,6.962
2022-12-02 00:00:00,7.0246
2022-12-01 00:00:00,7.0444
2022-11-30 00:00:00,7.09028
2022-11-29 00:00:00,7.1608
2022-11-28 00:00:00,7.2086
2022-11-25 00:00:00,7.1754
2022-11-24 00:00:00,7.1518
2022-11-23 00:00:00,7.1678
2022-11-22 00:00:00,7.1403
2022-11-21 00:00:00,7.1653
2022-11-18 00:00:00,7.1198
2022-11-17 00:00:00,7.1574
2022-11-16 00:00:00,7.0888
2022-11-15 00:00:00,7.0445
2022-11-14 00:00:00,7.074
2022-11-11 00:00:00,7.1083
2022-11-10 00:00:00,7.187
2022-11-09 00:00:00,7.2419
2022-11-08 00:00:00,7.2493
2022-11-07 00:00:00,7.229
2022-11-04 00:00:00,7.1851
2022-11-03 00:00:00,7.3016
2022-11-02 00:00:00,7.2898
2022-11-01 00:00:00,7.27742
2022-10-31 00:00:00,7.3029
2022-10-28 00:00:00,7.2525
2022-10-27 00:00:00,7.2288
2022-10-26 00:00:00,7.173
2022-10-25 00:00:00,7.3055
2022-10-24 00:00:00,7.263
2022-10-21 00:00:00,7.2438
2022-10-20 00:00:00,7.2164
2022-10-19 00:00:00,7.2288
2022-10-18 00:00:00,7.2021
2022-10-17 00:00:00,7.1964
2022-10-14 00:00:00,7.191
2022-10-13 00:00:00,7.1706
2022-10-12 00:00:00,7.1751
2022-10-11 00:00:00,7.1658
2022-10-10 00:00:00,7.1545
2022-10-07 00:00:00,7.116
2022-10-06 00:00:00,7.116
2022-10-05 00:00:00,7.116
2022-10-04 00:00:00,7.116
2022-10-03 00:00:00,7.116
2022-09-30 00:00:00,7.116
2022-09-29 00:00:00,7.125
2022-09-28 00:00:00,7.2005
2022-09-27 00:00:00,7.1779
2022-09-26 00:00:00,7.1501
2022-09-23 00:00:00,7.1284
2022-09-22 00:00:00,7.0781
2022-09-21 00:00:00,7.049
2022-09-20 00:00:00,7.0183
2022-09-19 00:00:00,7.0067
2022-09-16 00:00:00,6.9838
2022-09-15 00:00:00,6.9945
2022-09-14 00:00:00,6.962
2022-09-13 00:00:00,6.9254
2022-09-12 00:00:00,6.9265
2022-09-09 00:00:00,6.9265
2022-09-08 00:00:00,6.9576
2022-09-07 00:00:00,6.9661
2022-09-06 00:00:00,6.9543
2022-09-05 00:00:00,6.93401
2022-09-02 00:00:00,6.9
2022-09-01 00:00:00,6.907
2022-08-31 00:00:00,6.8904
2022-08-30 00:00:00,6.9119
2022-08-29 00:00:00,6.908
2022-08-26 00:00:00,6.8718
2022-08-25 00:00:00,6.8492
2022-08-24 00:00:00,6.8596
2022-08-23 00:00:00,6.8351
2022-08-22 00:00:00,6.8489
2022-08-19 00:00:00,6.8171
2022-08-18 00:00:00,6.7861
2022-08-17 00:00:00,6.781
2022-08-16 00:00:00,6.7882
2022-08-15 00:00:00,6.7735
2022-08-12 00:00:00,6.7429
2022-08-11 00:00:00,6.7447
2022-08-10 00:00:00,6.7237
2022-08-09 00:00:00,6.7526
2022-08-08 00:00:00,6.7509
2022-08-05 00:00:00,6.7622
2022-08-04 00:00:00,6.7493
2022-08-03 00:00:00,6.7579
2022-08-02 00:00:00,6.7527
2022-08-01 00:00:00,6.7688
2022-07-29 00:00:00,6.7442
2022-07-28 00:00:00,6.7473
2022-07-27 00:00:00,6.7585
2022-07-26 00:00:00,6.7632
2022-07-25 00:00:00,6.751
2022-07-22 00:00:00,6.7513
2022-07-21 00:00:00,6.7667
2022-07-20 00:00:00,6.7558
2022-07-19 00:00:00,6.745
2022-07-18 00:00:00,6.7432
2022-07-15 00:00:00,6.7574
2022-07-14 00:00:00,6.7564
2022-07-13 00:00:00,6.7187
2022-07-12 00:00:00,6.7248
2022-07-11 00:00:00,6.7183
2022-07-08 00:00:00,6.6952
2022-07-07 00:00:00,6.702
2022-07-06 00:00:00,6.708
2022-07-05 00:00:00,6.7199
2022-07-04 00:00:00,6.7001
2022-07-01 00:00:00,6.701
2022-06-30 00:00:00,6.6995
2022-06-29 00:00:00,6.7005
2022-06-28 00:00:00,6.708
2022-06-27 00:00:00,6.6918
2022-06-24 00:00:00,6.6898
2022-06-23 00:00:00,6.6984
2022-06-22 00:00:00,6.7021
2022-06-21 00:00:00,6.6895
2022-06-20 00:00:00,6.6925
2022-06-17 00:00:00,6.7167
2022-06-16 00:00:00,6.7034
2022-06-15 00:00:00,6.7135
2022-06-14 00:00:00,6.741
2022-06-13 00:00:00,6.75457
2022-06-10 00:00:00,6.70984
2022-06-09 00:00:00,6.69231
2022-06-08 00:00:00,6.6839
2022-06-07 00:00:00,6.67121
2022-06-06 00:00:00,6.65389
2022-06-03 00:00:00,6.65975
2022-06-02 00:00:00,6.65668
2022-06-01 00:00:00,6.68666
2022-05-31 00:00:00,6.67154
2022-05-30 00:00:00,6.66067
2022-05-27 00:00:00,6.69628
2022-05-26 00:00:00,6.7393
2022-05-25 00:00:00,6.69266
2022-05-24 00:00:00,6.65536
2022-05-23 00:00:00,6.64968
2022-05-20 00:00:00,6.69117
2022-05-19 00:00:00,6.71199
2022-05-18 00:00:00,6.75404
2022-05-17 00:00:00,6.73804
2022-05-16 00:00:00,6.78571
2022-05-13 00:00:00,6.7833
2022-05-12 00:00:00,6.78726
2022-05-11 00:00:00,6.72136
2022-05-10 00:00:00,6.73374
2022-05-09 00:00:00,6.73063
2022-05-06 00:00:00,6.67087
2022-05-05 00:00:00,6.65715
2022-05-04 00:00:00,6.60797
2022-05-03 00:00:00,6.60816
2022-05-02 00:00:00,6.60709
2022-04-29 00:00:00,6.61528
2022-04-28 00:00:00,6.6254
2022-04-27 00:00:00,6.55903
2022-04-26 00:00:00,6.55505
2022-04-25 00:00:00,6.55953
2022-04-22 00:00:00,6.47893
2022-04-21 00:00:00,6.45224
2022-04-20 00:00:00,6.41748
2022-04-19 00:00:00,6.39349
2022-04-18 00:00:00,6.4095
2022-04-15 00:00:00,6.3893
2022-04-14 00:00:00,6.3798
2022-04-13 00:00:00,6.36834
2022-04-12 00:00:00,6.36641
2022-04-11 00:00:00,6.36929
2022-04-08 00:00:00,6.36519
2022-04-07 00:00:00,6.35927
2022-04-06 00:00:00,6.36042
2022-04-05 00:00:00,6.36264
2022-04-04 00:00:00,6.36394
2022-04-02 00:00:00,6.36068
2022-04-01 00:00:00,6.36068
2022-03-31 00:00:00,6.33957
2022-03-30 00:00:00,6.34827
2022-03-29 00:00:00,6.36444
2022-03-28 00:00:00,6.37201
2022-03-25 00:00:00,6.36494
2022-03-24 00:00:00,6.36708
2022-03-23 00:00:00,6.37027
2022-03-22 00:00:00,6.36504
2022-03-21 00:00:00,6.35539
2022-03-18 00:00:00,6.34895
2022-03-17 00:00:00,6.34964
2022-03-16 00:00:00,6.3548
2022-03-15 00:00:00,6.36782
2022-03-14 00:00:00,6.3658
2022-03-11 00:00:00,6.33892
2022-03-10 00:00:00,6.32132
2022-03-09 00:00:00,6.31855
2022-03-08 00:00:00,6.3189
2022-03-07 00:00:00,6.32149
2022-03-04 00:00:00,6.3216
2022-03-03 00:00:00,6.31905
2022-03-02 00:00:00,6.32056
2022-03-01 00:00:00,6.31582
2022-02-28 00:00:00,6.30594
2022-02-25 00:00:00,6.31196
2022-02-24 00:00:00,6.33061
2022-02-23 00:00:00,6.3152
2022-02-22 00:00:00,6.32679
2022-02-21 00:00:00,6.33465
2022-02-18 00:00:00,6.33174
2022-02-17 00:00:00,6.33734
2022-02-16 00:00:00,6.33737
2022-02-15 00:00:00,6.33656
2022-02-14 00:00:00,6.35756
2022-02-11 00:00:00,6.35411
2022-02-10 00:00:00,6.35409
2022-02-09 00:00:00,6.36219
2022-02-08 00:00:00,6.36712
2022-02-07 00:00:00,6.36199
2022-02-04 00:00:00,6.3634
2022-02-03 00:00:00,6.36087
2022-02-02 00:00:00,6.36118
2022-02-01 00:00:00,6.36437
2022-01-31 00:00:00,6.35959
2022-01-28 00:00:00,6.35988
2022-01-27 00:00:00,6.36761
2022-01-26 00:00:00,6.32028
2022-01-25 00:00:00,6.32503
2022-01-24 00:00:00,6.33007
2022-01-21 00:00:00,6.33675
2022-01-20 00:00:00,6.34172
2022-01-19 00:00:00,6.34494
2022-01-18 00:00:00,6.35249
2022-01-17 00:00:00,6.34915
2022-01-14 00:00:00,6.35169
2022-01-13 00:00:00,6.35916
2022-01-12 00:00:00,6.35847
2022-01-11 00:00:00,6.37376
2022-01-10 00:00:00,6.37652
2022-01-07 00:00:00,6.37624
2022-01-06 00:00:00,6.38126
2022-01-05 00:00:00,6.36434
2022-01-04 00:00:00,6.37263
2022-01-03 00:00:00,6.3564
2021-12-31 00:00:00,6.36111
2021-12-30 00:00:00,6.37275
2021-12-29 00:00:00,6.37068
2021-12-28 00:00:00,6.36989
2021-12-27 00:00:00,6.37108
2021-12-24 00:00:00,6.36344
2021-12-23 00:00:00,6.36992
2021-12-22 00:00:00,6.37123
2021-12-21 00:00:00,6.37267
2021-12-20 00:00:00,6.3768
2021-12-17 00:00:00,6.37683
2021-12-16 00:00:00,6.36904
2021-12-15 00:00:00,6.36746
2021-12-14 00:00:00,6.36801
2021-12-13 00:00:00,6.36926
2021-12-10 00:00:00,6.36926
2021-12-09 00:00:00,6.37838
2021-12-08 00:00:00,6.34401
2021-12-07 00:00:00,6.36711
2021-12-06 00:00:00,6.37617
2021-12-03 00:00:00,6.37394
2021-12-02 00:00:00,6.37633
2021-12-01 00:00:00,6.36752
2021-11-30 00:00:00,6.36378
2021-11-29 00:00:00,6.38855
2021-11-26 00:00:00,6.39443
2021-11-25 00:00:00,6.38681
2021-11-24 00:00:00,6.39235
2021-11-23 00:00:00,6.39212
2021-11-22 00:00:00,6.38488
2021-11-19 00:00:00,6.38932
2021-11-18 00:00:00,6.38592
2021-11-17 00:00:00,6.37731
2021-11-16 00:00:00,6.39362
2021-11-15 00:00:00,6.38634
2021-11-12 00:00:00,6.37602
2021-11-11 00:00:00,6.39115
2021-11-10 00:00:00,6.38828
2021-11-09 00:00:00,6.39215
2021-11-08 00:00:00,6.39322
2021-11-05 00:00:00,6.40583
2021-11-04 00:00:00,6.39839
2021-11-03 00:00:00,6.40494
2021-11-02 00:00:00,6.39992
2021-11-01 00:00:00,6.39817
2021-10-29 00:00:00,6.40927
2021-10-28 00:00:00,6.39211
2021-10-27 00:00:00,6.39205
2021-10-26 00:00:00,6.38529
2021-10-25 00:00:00,6.3851
2021-10-22 00:00:00,6.38412
2021-10-21 00:00:00,6.39356
2021-10-20 00:00:00,6.39415
2021-10-19 00:00:00,6.3836
2021-10-18 00:00:00,6.42982
2021-10-15 00:00:00,6.43784
2021-10-14 00:00:00,6.43997
2021-10-13 00:00:00,6.42749
2021-10-12 00:00:00,6.44941
2021-10-11 00:00:00,6.44957
2021-10-09 00:00:00,6.4405
2021-10-08 00:00:00,6.4405
2021-10-07 00:00:00,6.44602
2021-10-06 00:00:00,6.44617
2021-10-05 00:00:00,6.44717
2021-10-04 00:00:00,6.44478
2021-10-01 00:00:00,6.44888
2021-09-30 00:00:00,6.44658
2021-09-29 00:00:00,6.47072
2021-09-28 00:00:00,6.45784
2021-09-27 00:00:00,6.45765
2021-09-24 00:00:00,6.46433
2021-09-23 00:00:00,6.4599
2021-09-22 00:00:00,6.46233
2021-09-21 00:00:00,6.46695
2021-09-20 00:00:00,6.46561
2021-09-18 00:00:00,6.46762
2021-09-17 00:00:00,6.46696
2021-09-16 00:00:00,6.45856
2021-09-15 00:00:00,6.43217
2021-09-14 00:00:00,6.43831
2021-09-13 00:00:00,6.45101
2021-09-10 00:00:00,6.44552
2021-09-09 00:00:00,6.45587
2021-09-08 00:00:00,6.4617
2021-09-07 00:00:00,6.46586
2021-09-06 00:00:00,6.45633
2021-09-03 00:00:00,6.45504
2021-09-02 00:00:00,6.45629
2021-09-01 00:00:00,6.45956
2021-08-31 00:00:00,6.46068
2021-08-30 00:00:00,6.46653
2021-08-27 00:00:00,6.47015
2021-08-26 00:00:00,6.47995
2021-08-25 00:00:00,6.47505
2021-08-24 00:00:00,6.47143
2021-08-23 00:00:00,6.48133
2021-08-20 00:00:00,6.50202
2021-08-19 00:00:00,6.49463
2021-08-18 00:00:00,6.48577
2021-08-17 00:00:00,6.4863
2021-08-16 00:00:00,6.4743
2021-08-13 00:00:00,6.47634
2021-08-12 00:00:00,6.48083
2021-08-11 00:00:00,6.47918
2021-08-10 00:00:00,6.48444
2021-08-09 00:00:00,6.48479
2021-08-06 00:00:00,6.48171
2021-08-05 00:00:00,6.46035
2021-08-04 00:00:00,6.46624
2021-08-03 00:00:00,6.46985
2021-08-02 00:00:00,6.4619
2021-07-30 00:00:00,6.45782
2021-07-29 00:00:00,6.45654
2021-07-28 00:00:00,6.48961
2021-07-27 00:00:00,6.5123
2021-07-26 00:00:00,6.4825
2021-07-23 00:00:00,6.48346
2021-07-22 00:00:00,6.47073
2021-07-21 00:00:00,6.46818
2021-07-20 00:00:00,6.4853
2021-07-19 00:00:00,6.49071
2021-07-16 00:00:00,6.48052
2021-07-15 00:00:00,6.45972
2021-07-14 00:00:00,6.46908
2021-07-13 00:00:00,6.47066
2021-07-12 00:00:00,6.47578
2021-07-09 00:00:00,6.47811
2021-07-08 00:00:00,6.49048
2021-07-07 00:00:00,6.47305
2021-07-06 00:00:00,6.48014
2021-07-05 00:00:00,6.46476
2021-07-02 00:00:00,6.47241
2021-07-01 00:00:00,6.46919
2021-06-30 00:00:00,6.45672
2021-06-29 00:00:00,6.465
2021-06-28 00:00:00,6.45673
2021-06-25 00:00:00,6.4568
2021-06-24 00:00:00,6.47153
2021-06-23 00:00:00,6.48094
2021-06-22 00:00:00,6.4813
2021-06-21 00:00:00,6.46634
2021-06-18 00:00:00,6.4571
2021-06-17 00:00:00,6.39443
2021-06-16 00:00:00,6.39747
2021-06-15 00:00:00,6.40609
2021-06-14 00:00:00,6.39792
2021-06-11 00:00:00,6.39885
2021-06-10 00:00:00,6.39272
2021-06-09 00:00:00,6.38801
2021-06-08 00:00:00,6.4007
2021-06-07 00:00:00,6.3976
2021-06-04 00:00:00,6.39528
2021-06-03 00:00:00,6.40401
2021-06-02 00:00:00,6.37975
2021-06-01 00:00:00,6.37992
2021-05-31 00:00:00,6.37017
2021-05-28 00:00:00,6.36871
2021-05-27 00:00:00,6.38416
2021-05-26 00:00:00,6.39105
2021-05-25 00:00:00,6.41024
2021-05-24 00:00:00,6.41896
2021-05-21 00:00:00,6.4376
2021-05-20 00:00:00,6.4346
2021-05-19 00:00:00,6.43381
2021-05-18 00:00:00,6.42562
2021-05-17 00:00:00,6.43868
2021-05-14 00:00:00,6.43628
2021-05-13 00:00:00,6.45074
2021-05-12 00:00:00,6.45744
2021-05-11 00:00:00,6.42813
2021-05-10 00:00:00,6.41609
2021-05-07 00:00:00,6.43447
2021-05-06 00:00:00,6.46214
2021-05-05 00:00:00,6.47173
2021-05-04 00:00:00,6.47376
2021-05-03 00:00:00,6.47348
2021-04-30 00:00:00,6.47579
2021-04-29 00:00:00,6.47157
2021-04-28 00:00:00,6.47917
2021-04-27 00:00:00,6.48378
2021-04-26 00:00:00,6.48542
2021-04-23 00:00:00,6.49477
2021-04-22 00:00:00,6.491
2021-04-21 00:00:00,6.49083
2021-04-20 00:00:00,6.49771
2021-04-19 00:00:00,6.50941
2021-04-16 00:00:00,6.52046
2021-04-15 00:00:00,6.52451
2021-04-14 00:00:00,6.53056
2021-04-13 00:00:00,6.54288
2021-04-12 00:00:00,6.54872
2021-04-09 00:00:00,6.55565
2021-04-08 00:00:00,6.55177
2021-04-07 00:00:00,6.54189
2021-04-06 00:00:00,6.53137
2021-04-05 00:00:00,6.54068
2021-04-02 00:00:00,6.5749
2021-04-01 00:00:00,6.56367
2021-03-31 00:00:00,6.55258
2021-03-30 00:00:00,6.57217
2021-03-29 00:00:00,6.56736
2021-03-26 00:00:00,6.52662
2021-03-25 00:00:00,6.54771
2021-03-24 00:00:00,6.5239
2021-03-23 00:00:00,6.51593
2021-03-22 00:00:00,6.50813
2021-03-19 00:00:00,6.51052
2021-03-18 00:00:00,6.50807
2021-03-17 00:00:00,6.50462
2021-03-16 00:00:00,6.5071
2021-03-15 00:00:00,6.49992
2021-03-12 00:00:00,6.50852
2021-03-11 00:00:00,6.49368
2021-03-10 00:00:00,6.50524
2021-03-09 00:00:00,6.50701
2021-03-08 00:00:00,6.52707
2021-03-05 00:00:00,6.49695
2021-03-04 00:00:00,6.46878
2021-03-03 00:00:00,6.46734
2021-03-02 00:00:00,6.4718
2021-03-01 00:00:00,6.46569
2021-02-26 00:00:00,6.47207
2021-02-25 00:00:00,6.45507
2021-02-24 00:00:00,6.45618
2021-02-23 00:00:00,6.46721
2021-02-22 00:00:00,6.46563
2021-02-19 00:00:00,6.45665
2021-02-18 00:00:00,6.48823
2021-02-17 00:00:00,6.45868
2021-02-16 00:00:00,6.45823
2021-02-15 00:00:00,6.45786
2021-02-12 00:00:00,6.45826
2021-02-11 00:00:00,6.45819
2021-02-10 00:00:00,6.45799
2021-02-09 00:00:00,6.4348
2021-02-08 00:00:00,6.44873
2021-02-05 00:00:00,6.46522
2021-02-04 00:00:00,6.47134
2021-02-03 00:00:00,6.46034
2021-02-02 00:00:00,6.45674
2021-02-01 00:00:00,6.46472
2021-01-29 00:00:00,6.42646
2021-01-28 00:00:00,6.45029
2021-01-27 00:00:00,6.48579
2021-01-26 00:00:00,6.46458
2021-01-25 00:00:00,6.48002
2021-01-22 00:00:00,6.48103
2021-01-21 00:00:00,6.46266
2021-01-20 00:00:00,6.46282
2021-01-19 00:00:00,6.47871
2021-01-18 00:00:00,6.4929
2021-01-15 00:00:00,6.48246
2021-01-14 00:00:00,6.47499
2021-01-13 00:00:00,6.46832
2021-01-12 00:00:00,6.46188
2021-01-11 00:00:00,6.48116
2021-01-08 00:00:00,6.47464
2021-01-07 00:00:00,6.47566
2021-01-06 00:00:00,6.46179
2021-01-05 00:00:00,6.45493
2021-01-04 00:00:00,6.46142
2021-01-01 00:00:00,6.57159
2020-12-31 00:00:00,6.52993
2020-12-30 00:00:00,6.52294
2020-12-29 00:00:00,6.52734
2020-12-28 00:00:00,6.53642
2020-12-25 00:00:00,6.53
2020-12-24 00:00:00,6.52798
2020-12-23 00:00:00,6.53949
2020-12-22 00:00:00,6.54302
2020-12-21 00:00:00,6.54819
2020-12-18 00:00:00,6.5319
2020-12-17 00:00:00,6.53375
2020-12-16 00:00:00,6.53257
2020-12-15 00:00:00,6.53906
2020-12-14 00:00:00,6.55008
2020-12-11 00:00:00,6.54737
2020-12-10 00:00:00,6.54486
2020-12-09 00:00:00,6.54179
2020-12-08 00:00:00,6.53235
2020-12-07 00:00:00,6.52869
2020-12-04 00:00:00,6.53498
2020-12-03 00:00:00,6.5425
2020-12-02 00:00:00,6.561
2020-12-01 00:00:00,6.5708
2020-11-30 00:00:00,6.5786
2020-11-27 00:00:00,6.57603
2020-11-26 00:00:00,6.57608
2020-11-25 00:00:00,6.57847
2020-11-24 00:00:00,6.59037
2020-11-23 00:00:00,6.58621
2020-11-20 00:00:00,6.56171
2020-11-19 00:00:00,6.58704
2020-11-18 00:00:00,6.56188
2020-11-17 00:00:00,6.55719
2020-11-16 00:00:00,6.58384
2020-11-13 00:00:00,6.60388
2020-11-12 00:00:00,6.61274
2020-11-11 00:00:00,6.63112
2020-11-10 00:00:00,6.61144
2020-11-09 00:00:00,6.62803
2020-11-06 00:00:00,6.61463
2020-11-05 00:00:00,6.61107
2020-11-04 00:00:00,6.65177
2020-11-03 00:00:00,6.6678
2020-11-02 00:00:00,6.6886
2020-10-30 00:00:00,6.69294
2020-10-29 00:00:00,6.71653
2020-10-28 00:00:00,6.73123
2020-10-27 00:00:00,6.71033
2020-10-26 00:00:00,6.71358
2020-10-23 00:00:00,6.68735
2020-10-22 00:00:00,6.65541
2020-10-21 00:00:00,6.64972
2020-10-20 00:00:00,6.67676
2020-10-19 00:00:00,6.68185
2020-10-16 00:00:00,6.69634
2020-10-15 00:00:00,6.72497
2020-10-14 00:00:00,6.71527
2020-10-13 00:00:00,6.74648
2020-10-12 00:00:00,6.74448
2020-10-10 00:00:00,6.69203
2020-10-09 00:00:00,6.69203
2020-10-08 00:00:00,6.7892
2020-10-07 00:00:00,6.78877
2020-10-06 00:00:00,6.79052
2020-10-05 00:00:00,6.79053
2020-10-02 00:00:00,6.79048
2020-10-01 00:00:00,6.79037
2020-09-30 00:00:00,6.79049
2020-09-29 00:00:00,6.81549
2020-09-28 00:00:00,6.81158
2020-09-27 00:00:00,6.82486
2020-09-25 00:00:00,6.82286
2020-09-24 00:00:00,6.81764
2020-09-23 00:00:00,6.80818
2020-09-22 00:00:00,6.77936
2020-09-21 00:00:00,6.80516
2020-09-20 00:00:00,6.76665
2020-09-18 00:00:00,6.77178
2020-09-17 00:00:00,6.7664
2020-09-16 00:00:00,6.75398
2020-09-15 00:00:00,6.7815
2020-09-14 00:00:00,6.81083
2020-09-13 00:00:00,6.83952
2020-09-11 00:00:00,6.83094
2020-09-10 00:00:00,6.8334
2020-09-09 00:00:00,6.8332
2020-09-08 00:00:00,6.8481
2020-09-07 00:00:00,6.83017
2020-09-06 00:00:00,6.84232
2020-09-04 00:00:00,6.84401
2020-09-03 00:00:00,6.84681
2020-09-02 00:00:00,6.83771
2020-09-01 00:00:00,6.82852
2020-08-31 00:00:00,6.84885
2020-08-30 00:00:00,6.86349
2020-08-28 00:00:00,6.86261
2020-08-27 00:00:00,6.89368
2020-08-26 00:00:00,6.88544
2020-08-25 00:00:00,6.91248
2020-08-24 00:00:00,6.91977
2020-08-23 00:00:00,6.91928
2020-08-21 00:00:00,6.91819
2020-08-20 00:00:00,6.91611
2020-08-19 00:00:00,6.92147
2020-08-18 00:00:00,6.92237
2020-08-17 00:00:00,6.9345
2020-08-16 00:00:00,6.94688
2020-08-14 00:00:00,6.94805
2020-08-13 00:00:00,6.94011
2020-08-12 00:00:00,6.93725
2020-08-11 00:00:00,6.94533
2020-08-10 00:00:00,6.96091
2020-08-09 00:00:00,6.96849
2020-08-07 00:00:00,6.96747
2020-08-06 00:00:00,6.95115
2020-08-05 00:00:00,6.93567
2020-08-04 00:00:00,6.97315
2020-08-03 00:00:00,6.98236
2020-08-02 00:00:00,6.98322
2020-07-31 00:00:00,6.98321
2020-07-30 00:00:00,7.01018
2020-07-29 00:00:00,6.99739
2020-07-28 00:00:00,6.99838
2020-07-27 00:00:00,6.99476
2020-07-26 00:00:00,7.02265
2020-07-24 00:00:00,7.01263
2020-07-23 00:00:00,7.00241
2020-07-22 00:00:00,6.99612
2020-07-21 00:00:00,6.97558
2020-07-20 00:00:00,6.98347
2020-07-17 00:00:00,6.9981
2020-07-16 00:00:00,6.98911
2020-07-15 00:00:00,6.98786
2020-07-14 00:00:00,7.00162
2020-07-13 00:00:00,6.99677
2020-07-12 00:00:00,6.98744
2020-07-10 00:00:00,7.00435
2020-07-09 00:00:00,6.9961
2020-07-08 00:00:00,7.00484
2020-07-07 00:00:00,7.0137
2020-07-06 00:00:00,7.01722
2020-07-05 00:00:00,7.06963
2020-07-03 00:00:00,7.06252
2020-07-02 00:00:00,7.06552
2020-07-01 00:00:00,7.07189
2020-06-30 00:00:00,7.06477
2020-06-29 00:00:00,7.08012
2020-06-28 00:00:00,7.07564
2020-06-26 00:00:00,7.08343
2020-06-25 00:00:00,7.08098
2020-06-24 00:00:00,7.07665
2020-06-23 00:00:00,7.05663
2020-06-22 00:00:00,7.06616
2020-06-21 00:00:00,7.06725
2020-06-19 00:00:00,7.07711
2020-06-18 00:00:00,7.08874
2020-06-17 00:00:00,7.08652
2020-06-16 00:00:00,7.08686
2020-06-15 00:00:00,7.09384
2020-06-14 00:00:00,7.09199
2020-06-12 00:00:00,7.07561
2020-06-11 00:00:00,7.06647
2020-06-10 00:00:00,7.0594
2020-06-09 00:00:00,7.07836
2020-06-08 00:00:00,7.07417
2020-06-07 00:00:00,7.07543
2020-06-05 00:00:00,7.07839
2020-06-04 00:00:00,7.10728
2020-06-03 00:00:00,7.11553
2020-06-02 00:00:00,7.09991
2020-06-01 00:00:00,7.12837
2020-05-31 00:00:00,7.12803
2020-05-29 00:00:00,7.13312
2020-05-28 00:00:00,7.14531
2020-05-27 00:00:00,7.16807
2020-05-26 00:00:00,7.13759
